"graph","subject","type","http://schema.org/ratingCount","http://schema.org/wordCount","http://schema.org/height","http://schema.org/actors","http://schema.org/sameAs","http://schema.org/musicBy","http://schema.org/jobTitle","http://schema.org/keywords","http://schema.org/reviewBody","http://schema.org/itemListElement","http://schema.org/thumbnail","http://schema.org/dateCreated","http://schema.org/url","http://schema.org/givenName","http://schema.org/subtitleLanguage","http://schema.org/mainEntityOfPage","http://schema.org/countryOfOrigin","http://schema.org/publisher","http://schema.org/worstRating","http://schema.org/potentialAction","http://schema.org/isPartOf","http://schema.org/video","http://schema.org/review","http://schema.org/interactionStatistic","http://schema.org/bestRating","http://schema.org/target","http://schema.org/reviewRating","http://schema.org/uploadDate","http://schema.org/genre","http://schema.org/contentRating","http://schema.org/caption","http://schema.org/image","http://schema.org/description","http://schema.org/logo","http://schema.org/thumbnailUrl","http://schema.org/itemReviewed","http://schema.org/articleSection","http://schema.org/workExample","http://schema.org/datePublished","http://schema.org/urlTemplate","http://schema.org/alternativeHeadline","http://schema.org/dateModified","http://schema.org/aggregateRating","http://schema.org/userInteractionCount","http://schema.org/reviewCount","http://schema.org/worksFor","http://schema.org/about","http://schema.org/contentUrl","http://schema.org/inLanguage","http://schema.org/interactionType","http://schema.org/headline","http://schema.org/query-input","http://schema.org/name","http://schema.org/duration","http://schema.org/item","http://schema.org/copyrightYear","http://schema.org/isAccessibleForFree","http://schema.org/breadcrumb","http://schema.org/director","http://schema.org/actor","http://schema.org/trailer","http://schema.org/URL","http://schema.org/copyrightHolder","http://schema.org/position","http://schema.org/author","http://schema.org/isFamilyFriendly","http://schema.org/productionCompany","http://schema.org/primaryImageOfPage","http://schema.org/ratingValue","http://schema.org/width","http://schema.org/embedUrl"
"https://bmovies.vip/film/hello-and-goodbye-14470/","n13b76dcdf294426cafe76d8fd113c23dxb1","http://schema.org/VideoObject","","","","","","","","","","","_:n13b76dcdf294426cafe76d8fd113c23dxb2","","","","","","","","","","","","","","","","","""55278-12-11T22:44:16-08:00""^^<http://schema.org/Date>","","","","","""Watch Hello & Goodbye online free on BMovies""","","<https://images.hdmz.co/images/cover/>","","","","","","","","","","","","","","","","","","""Full HD Movie""","","","","","","","","","","","","","","","","","","<https://youtube.com/embed/eEUzbJ8Minw>"
"https://bmovies.vip/film/hello-and-goodbye-14470/","n077ea4dcfdad438d9b20a2805aee747axb0","http://schema.org/WebSite","","","","","","","","","","","","","<https://bmovies.vip/>","","","","","","","_:n077ea4dcfdad438d9b20a2805aee747axb1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""BMovies""","","","","","","","","","","","","","","","","","",""
"https://bmovies.vip/film/hello-and-goodbye-14470/","n13b76dcdf294426cafe76d8fd113c23dxb2","http://schema.org/ImageObject","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","<https://images.hdmz.co/images/cover/>","","","","","","","","","","","","","","","","","","","","","","",""
"https://bmovies.vip/film/hello-and-goodbye-14470/","n077ea4dcfdad438d9b20a2805aee747axb1","http://schema.org/SearchAction","","","","","","","","","","","","","","","","","","","","","","","","","","<https://bmovies.vip/movie/search/{search_term_string}>","","","","","","","","","","","","","","","","","","","","","","","","","","""required name=search_term_string""","","","","","","","","","","","","","","","","","","",""
"https://bonetflix.com/en-gb/movies/238a98b7-b2a4-302b-a0b4-1a6e4048b723/","nd9dcfa523636471d87230a2e1974abbaxb0","http://schema.org/Movie","","","","","","","","","","","","","<https://bonetflix.com/en-gb/movies/238a98b7-b2a4-302b-a0b4-1a6e4048b723/>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://bonetflix.com/movies/4f8b7dd7-7c45-3aac-b0f6-97b4d13cc369/","n50122a0f034e4b4ea638b905fe7db59fxb0","http://schema.org/Movie","","","","","","","","","","","","","<https://bonetflix.com/movies/4f8b7dd7-7c45-3aac-b0f6-97b4d13cc369/>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""Oh My God""","","","","","","","","","","","","","","","","","",""
"https://by.kinoafisha.info/en/movies/5546823/","na351f20acf0540afb2590c12984cb642xb2","http://schema.org/Person","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""Barry Primus""","","","","","","","","","","","","","","","","","",""
"https://by.kinoafisha.info/en/movies/5546823/","na351f20acf0540afb2590c12984cb642xb3","http://schema.org/Person","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""Bernie Casey""","","","","","","","","","","","","","","","","","",""
"https://by.kinoafisha.info/en/movies/5546823/","na351f20acf0540afb2590c12984cb642xb0","http://schema.org/Person","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""Barbara Hershey""","","","","","","","","","","","","","","","","","",""
"https://by.kinoafisha.info/en/movies/5546823/","na351f20acf0540afb2590c12984cb642xb1","http://schema.org/Person","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://by.kinoafisha.info/en/movies/5546823/","na351f20acf0540afb2590c12984cb642xb8","http://schema.org/Person","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""Martin Scorsese""","","","","","","","","","","","","","","","","","",""
"https://by.kinoafisha.info/en/movies/5546823/","na351f20acf0540afb2590c12984cb642xb9","http://schema.org/ImageObject","","","","","","","","","","","","","<https://static.kinoafisha.info/k/movie_posters/1080x1920/upload/movie_posters/3/2/8/5546823/270461311653465055.jpg>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://by.kinoafisha.info/en/movies/5546823/","na351f20acf0540afb2590c12984cb642xb6","http://schema.org/Person","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://by.kinoafisha.info/en/movies/5546823/","https://www.kinoafisha.info/en/movies/5546823/","http://schema.org/Movie","","","","","<https://www.imdb.com/title/tt0068309/>","","","","","","","""1972-06-14""^^<http://schema.org/Date>","<https://www.kinoafisha.info/en/movies/5546823/>","","","<https://www.kinoafisha.info/en/movies/5546823/>","","","","","","","","","","","","","<https://by.kinoafisha.info/en/movies/5546823/Drama>","","","_:na351f20acf0540afb2590c12984cb642xb9","","","","","","","""1972-06-14""^^<http://schema.org/Date>","","""Boxcar Bertha""","","_:na351f20acf0540afb2590c12984cb642xb7","","","","","","","","","","""Boxcar Bertha""","""T1H32M0S""","","","","","_:na351f20acf0540afb2590c12984cb642xb8","_:na351f20acf0540afb2590c12984cb642xb0||||_:na351f20acf0540afb2590c12984cb642xb1||||_:na351f20acf0540afb2590c12984cb642xb2||||_:na351f20acf0540afb2590c12984cb642xb3||||_:na351f20acf0540afb2590c12984cb642xb4||||_:na351f20acf0540afb2590c12984cb642xb5||||_:na351f20acf0540afb2590c12984cb642xb6","","","","","","","","","","",""
"https://by.kinoafisha.info/en/movies/5546823/","na351f20acf0540afb2590c12984cb642xb7","http://schema.org/AggregateRating","""12""^^<http://www.w3.org/2001/XMLSchema#integer>","","","","","","","","","","","","","","","","","","""1""^^<http://www.w3.org/2001/XMLSchema#integer>","","","","","","""10""^^<http://www.w3.org/2001/XMLSchema#integer>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""6.4""","",""
"https://by.kinoafisha.info/en/movies/5546823/","na351f20acf0540afb2590c12984cb642xb4","http://schema.org/Person","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""John Carradine""","","","","","","","","","","","","","","","","","",""
"https://by.kinoafisha.info/en/movies/5546823/","na351f20acf0540afb2590c12984cb642xb5","http://schema.org/Person","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""Victor Argo""","","","","","","","","","","","","","","","","","",""
"https://cinejour.com/454-the-life-aquatic-with-steve-zissou-2004/","https://cinejour.com/movie-review/movie-review-2/us-hollywood/","http://schema.org/WebPage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""1: Hollywood""","","","","","","","","","","","","","","","","","",""
"https://cinejour.com/454-the-life-aquatic-with-steve-zissou-2004/","n6e608e65e2cd420d9dffba82f778bc74xb9","http://schema.org/Movie","","","","","<https://www.imdb.com/title/tt0362270/>","","","","","","","","","","","","","","","","","","","","","","","","","","","_:n6e608e65e2cd420d9dffba82f778bc74xb12","","","","","","","""2004-11-20""^^<http://schema.org/Date>","","","","","","","","","","","","","","""The Life Aquatic with Steve Zissou""","","","","","","_:n6e608e65e2cd420d9dffba82f778bc74xb11","_:n6e608e65e2cd420d9dffba82f778bc74xb10","","","","","","","","","","",""
"https://cinejour.com/454-the-life-aquatic-with-steve-zissou-2004/","n6e608e65e2cd420d9dffba82f778bc74xb8","http://schema.org/ImageObject","","","","","","","","","","","","","<https://cinejour.com/wp-content/uploads/2018/12/454-Picture7.jpg>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://cinejour.com/454-the-life-aquatic-with-steve-zissou-2004/","n26243eeaa657461f91ff3f7ff5154085xb4","http://schema.org/ListItem","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","<https://cinejour.com/454-the-life-aquatic-with-steve-zissou-2004/>","","","","","","","","","""4""^^<http://www.w3.org/2001/XMLSchema#integer>","","","","","","",""
"https://cinejour.com/454-the-life-aquatic-with-steve-zissou-2004/","n6e608e65e2cd420d9dffba82f778bc74xb7","http://schema.org/Review","","","","","","","","","","","","","","","","","","_:n6e608e65e2cd420d9dffba82f778bc74xb13","","","","","","","","","_:n6e608e65e2cd420d9dffba82f778bc74xb15","","","","","_:n6e608e65e2cd420d9dffba82f778bc74xb8","","","","_:n6e608e65e2cd420d9dffba82f778bc74xb9","","","""2018-12-06T06:15:08+07:00""^^<http://schema.org/Date>","","","""2022-09-25T20:56:54+07:00""^^<http://schema.org/Date>","","","","","","","""id-ID""","","","","","","","","","","","","","""https://cinejour.com/454-the-life-aquatic-with-steve-zissou-2004/""","","","<https://cinejour.com/author/bavner/>","","","","","",""
"https://cinejour.com/454-the-life-aquatic-with-steve-zissou-2004/","https://cinejour.com/movie-review/movie-review-2/","http://schema.org/WebPage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""Movie Review""","","","","","","","","","","","","","","","","","",""
"https://cinejour.com/454-the-life-aquatic-with-steve-zissou-2004/","n6e608e65e2cd420d9dffba82f778bc74xb6","http://schema.org/ImageObject","","","","","","","","","","","","","<https://cinejour.com/wp-content/uploads/2018/02/Logo-Design.png>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://cinejour.com/454-the-life-aquatic-with-steve-zissou-2004/","n6e608e65e2cd420d9dffba82f778bc74xb5","http://schema.org/Organization","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","_:n6e608e65e2cd420d9dffba82f778bc74xb6","","","","","","","","","","","","","","","","","","","""CINEJOUR""","","","","","","","","","","","","","","","","","",""
"https://cinejour.com/454-the-life-aquatic-with-steve-zissou-2004/","https://cinejour.com/#organization","http://schema.org/Organization","","","","","<https://facebook.com/cinejour>||||<https://instagram.com/cinejour>||||<https://www.linkedin.com/company/cinejour-com>||||<https://pinterest.com/cinejour>||||<https://twitter.com/cinejour>||||<https://www.facebook.com/Cinejour>","","","","","","","","<https://cinejour.com>","","","","","","","","","","","","","","","","","","","<https://cinejour.com/#logo>","","<https://cinejour.com/#logo>","","","","","","","","","","","","","","","","","","","""Cinejour""||||""CINEJOUR""","","","","","","","","","","","","","","","","","",""
"https://cinejour.com/454-the-life-aquatic-with-steve-zissou-2004/","n26243eeaa657461f91ff3f7ff5154085xb1","http://schema.org/ListItem","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","<https://cinejour.com/>","","","","","","","","","""1""^^<http://www.w3.org/2001/XMLSchema#integer>","","","","","","",""
"https://cinejour.com/454-the-life-aquatic-with-steve-zissou-2004/","n6e608e65e2cd420d9dffba82f778bc74xb4","http://schema.org/ImageObject","","","","","","","","","","","","","<https://cinejour.com/wp-content/uploads/2018/12/454-Picture7.jpg>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://cinejour.com/454-the-life-aquatic-with-steve-zissou-2004/","n26243eeaa657461f91ff3f7ff5154085xb0","http://schema.org/BreadcrumbList","","","","","","","","","","_:n26243eeaa657461f91ff3f7ff5154085xb1||||_:n26243eeaa657461f91ff3f7ff5154085xb2||||_:n26243eeaa657461f91ff3f7ff5154085xb3||||_:n26243eeaa657461f91ff3f7ff5154085xb4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://cinejour.com/454-the-life-aquatic-with-steve-zissou-2004/","n6e608e65e2cd420d9dffba82f778bc74xb3","http://schema.org/ImageObject","","","","","","","","","","","","","<https://cinejour.com/wp-content/uploads/2018/02/Logo-Design.png>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://cinejour.com/454-the-life-aquatic-with-steve-zissou-2004/","n26243eeaa657461f91ff3f7ff5154085xb3","http://schema.org/ListItem","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","<https://cinejour.com/movie-review/movie-review-2/us-hollywood/>","","","","","","","","","""3""^^<http://www.w3.org/2001/XMLSchema#integer>","","","","","","",""
"https://cinejour.com/454-the-life-aquatic-with-steve-zissou-2004/","n6e608e65e2cd420d9dffba82f778bc74xb2","http://schema.org/Organization","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","_:n6e608e65e2cd420d9dffba82f778bc74xb3","","","","","","","","","","","","","","","","","","","""CINEJOUR""","","","","","","","","","","","","","","","","","",""
"https://cinejour.com/454-the-life-aquatic-with-steve-zissou-2004/","n26243eeaa657461f91ff3f7ff5154085xb2","http://schema.org/ListItem","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","<https://cinejour.com/movie-review/movie-review-2/>","","","","","","","","","""2""^^<http://www.w3.org/2001/XMLSchema#integer>","","","","","","",""
"https://cinejour.com/454-the-life-aquatic-with-steve-zissou-2004/","n6e608e65e2cd420d9dffba82f778bc74xb1","http://schema.org/NewsArticle","","","","","","","","","","","","","","","","<https://cinejour.com/454-the-life-aquatic-with-steve-zissou-2004/#webpage>","","_:n6e608e65e2cd420d9dffba82f778bc74xb5","","","","","_:n6e608e65e2cd420d9dffba82f778bc74xb7","","","","","","","","","_:n6e608e65e2cd420d9dffba82f778bc74xb4","""Sebagai salah satu judul yang cukup lama di dalam watchlist saya, The Life Aquatic with Steve Zissou ternyata berhasil jadi sesuai ekspektasi.""","","","","""1: Hollywood, Adventure, Comedy, Drama, Explicit, Headliner, Hero Slider, It's Complicated, Playing with Fantasy, Portholes, Year: 2000s""","","""2018-12-06T06:15:08+07:00""^^<http://schema.org/Date>","","","""2022-09-25T20:56:54+07:00""^^<http://schema.org/Date>","","","","","","","","","""Review Film #454 - The Life Aquatic with Steve Zissou (2004) &bull; Cinejour""","","""Review Film #454 - The Life Aquatic with Steve Zissou (2004) &bull; Cinejour""","","","""2022""","","","","","","","_:n6e608e65e2cd420d9dffba82f778bc74xb2","","<https://cinejour.com/author/bavner/>","","","","","",""
"https://cinejour.com/454-the-life-aquatic-with-steve-zissou-2004/","n6e608e65e2cd420d9dffba82f778bc74xb0","http://schema.org/NewsMediaOrganization","","","","","","","","","","","","","<https://cinejour.com>","","","","","","","","","","","","","","","","","","","","","<https://cinejour.com/wp-content/uploads/2018/02/Logo-Design.png>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://cinejour.com/454-the-life-aquatic-with-steve-zissou-2004/","https://cinejour.com/#logo","http://schema.org/ImageObject","","","""1299""","","","","","","","","","","<https://cinejour.com/wp-content/uploads/2018/02/Logo-Design.png>","","","","","","","","","","","","","","","","","","""Cinejour""||||""CINEJOUR""","","","","","","","","","","","","","","","","","<https://cinejour.com/wp-content/uploads/2018/02/Logo-Design.png>","""id-ID""||||""id""","","","","","","","","","","","","","","","","","","","","","""1299""",""
"https://cinejour.com/454-the-life-aquatic-with-steve-zissou-2004/","https://cinejour.com/#website","http://schema.org/WebSite","","","","","","","","","","","","","<https://cinejour.com>","","","","","<https://cinejour.com/#organization>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""id""","","","","""CINEJOUR""","","","","","","","","","","","","","","","","","",""
"https://cinejour.com/454-the-life-aquatic-with-steve-zissou-2004/","https://cinejour.com/454-the-life-aquatic-with-steve-zissou-2004/","http://schema.org/WebPage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""#454 &#8211; The Life Aquatic with Steve Zissou (2004)""","","","","","","","","","","","","","","","","","",""
"https://cinejour.com/454-the-life-aquatic-with-steve-zissou-2004/","https://cinejour.com/author/bavner/","http://schema.org/Person","","","","","<https://www.cinejour.com>||||<https://www.facebook.com/bavner.donaldo>||||<https://twitter.com/https://twitter.com/bavnerdonaldo>","","","","","","","","<https://cinejour.com/author/bavner/>","","","","","","","","","","","","","","","","","","","<https://secure.gravatar.com/avatar/c1e539af0a456ee818af4232e87e5b6a?s=96&amp;d=wp_user_avatar&amp;r=pg>","""Arsip indeks tulisan, review, dan opini dari Bavner Donaldo""","","","","","","","","","","","","","<https://cinejour.com/#organization>","","","","","","","""Bavner Donaldo""","","","","","","","","","","","","","","","","","",""
"https://cinejour.com/454-the-life-aquatic-with-steve-zissou-2004/","https://cinejour.com/wp-content/uploads/2018/12/454-Picture7.jpg","http://schema.org/ImageObject","","","""720""","","","","","","","","","","<https://cinejour.com/wp-content/uploads/2018/12/454-Picture7.jpg>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""id""","","","","","","","","","","","","","","","","","","","","","""1280""",""
"https://cinejour.com/454-the-life-aquatic-with-steve-zissou-2004/","https://secure.gravatar.com/avatar/c1e539af0a456ee818af4232e87e5b6a?s=96&amp;d=wp_user_avatar&amp;r=pg","http://schema.org/ImageObject","","","","","","","","","","","","","<https://secure.gravatar.com/avatar/c1e539af0a456ee818af4232e87e5b6a?s=96&amp;d=wp_user_avatar&amp;r=pg>","","","","","","","","","","","","","","","","","","""Bavner Donaldo""","","","","","","","","","","","","","","","","","","""id""","","","","","","","","","","","","","","","","","","","","","",""
"https://cinejour.com/454-the-life-aquatic-with-steve-zissou-2004/","https://cinejour.com/454-the-life-aquatic-with-steve-zissou-2004/#webpage","http://schema.org/WebPage","","","","","","","","","","","","","<https://cinejour.com/454-the-life-aquatic-with-steve-zissou-2004/>","","","","","","","","<https://cinejour.com/#website>","","","","","","","","","","","","","","","","","","""2018-12-06T06:15:08+07:00""^^<http://schema.org/Date>","","","""2022-09-25T20:56:54+07:00""^^<http://schema.org/Date>","","","","","","","""id""","","","","""Review Film #454 - The Life Aquatic with Steve Zissou (2004) &bull; Cinejour""","","","","","","","","","","","","","","","<https://cinejour.com/wp-content/uploads/2018/12/454-Picture7.jpg>","","",""
"https://cinejour.com/454-the-life-aquatic-with-steve-zissou-2004/","n6e608e65e2cd420d9dffba82f778bc74xb13","http://schema.org/Organization","","","","","<https://cinejour.com>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","_:n6e608e65e2cd420d9dffba82f778bc74xb14","","","","","","","","","","","","","","","","","","","""CINEJOUR""","","","","","","","","","","","","","","","","","",""
"https://cinejour.com/454-the-life-aquatic-with-steve-zissou-2004/","n6e608e65e2cd420d9dffba82f778bc74xb12","http://schema.org/ImageObject","","","","","","","","","","","","","<https://cinejour.com/wp-content/uploads/2018/12/454-Picture7.jpg>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://cinejour.com/454-the-life-aquatic-with-steve-zissou-2004/","n6e608e65e2cd420d9dffba82f778bc74xb11","http://schema.org/Person","","","","","<https://www.imdb.com/name/nm0027572/>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""Wes Anderson""","","","","","","","","","","","","","","","","","",""
"https://cinejour.com/454-the-life-aquatic-with-steve-zissou-2004/","n6e608e65e2cd420d9dffba82f778bc74xb10","http://schema.org/Person","","","","","<https://www.imdb.com/name/nm0001378/>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""Anjelica Huston""","","","","","","","","","","","","","","","","","",""
"https://cinejour.com/454-the-life-aquatic-with-steve-zissou-2004/","n6e608e65e2cd420d9dffba82f778bc74xb15","http://schema.org/Rating","","","","","","","","","","","","","","","","","","","""0""","","","","","","""5""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""4""","",""
"https://cinejour.com/454-the-life-aquatic-with-steve-zissou-2004/","n6e608e65e2cd420d9dffba82f778bc74xb14","http://schema.org/ImageObject","","","","","","","","","","","","","<https://cinejour.com/wp-content/uploads/2018/02/Logo-Design.png>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://cinejour.com/454-the-life-aquatic-with-steve-zissou-2004/","https://cinejour.com/","http://schema.org/WebSite","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""Beranda""","","","","","","","","","","","","","","","","","",""
"https://cinemaone.net/title/tt1343084","n7d197e394980431fbe5f70704ba3dec8xb17","http://schema.org/Company","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://cinemaone.net/title/tt1343084","n7d197e394980431fbe5f70704ba3dec8xb16","http://schema.org/Company","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""HBO Romania""","","","","","","","","","","","","","","","","","",""
"https://cinemaone.net/title/tt1343084","n7d197e394980431fbe5f70704ba3dec8xb15","http://schema.org/Company","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""Frakas Productions""","","","","","","","","","","","","","","","","","",""
"https://cinemaone.net/title/tt1343084","n7d197e394980431fbe5f70704ba3dec8xb14","http://schema.org/Company","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""Kinorama""","","","","","","","","","","","","","","","","","",""
"https://cinemaone.net/title/tt1343084","n7d197e394980431fbe5f70704ba3dec8xb13","http://schema.org/Company","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""Unlimited""","","","","","","","","","","","","","","","","","",""
"https://cinemaone.net/title/tt1343084","n7d197e394980431fbe5f70704ba3dec8xb12","http://schema.org/Company","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""Hi Film Productions""","","","","","","","","","","","","","","","","","",""
"https://cinemaone.net/title/tt1343084","n7d197e394980431fbe5f70704ba3dec8xb11","http://schema.org/Company","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""Hrvatski Audiovizualni Centar""","","","","","","","","","","","","","","","","","",""
"https://cinemaone.net/title/tt1343084","n7d197e394980431fbe5f70704ba3dec8xb10","http://schema.org/AggregateRating","""3""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""5.7""","",""
"https://cinemaone.net/title/tt1343084","n7d197e394980431fbe5f70704ba3dec8xb5","http://schema.org/Person","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""Vasile Mentzel""","","","","","","","","","","","","","","","","","",""
"https://cinemaone.net/title/tt1343084","n7d197e394980431fbe5f70704ba3dec8xb4","http://schema.org/Person","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""Ileana Cernat""","","","","","","","","","","","","","","","","","",""
"https://cinemaone.net/title/tt1343084","n7d197e394980431fbe5f70704ba3dec8xb3","http://schema.org/Person","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://cinemaone.net/title/tt1343084","n7d197e394980431fbe5f70704ba3dec8xb2","http://schema.org/Person","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://cinemaone.net/title/tt1343084","n7d197e394980431fbe5f70704ba3dec8xb1","http://schema.org/Person","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""Ozana Oancea""","","","","","","","","","","","","","","","","","",""
"https://cinemaone.net/title/tt1343084","n7d197e394980431fbe5f70704ba3dec8xb0","http://schema.org/Movie","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""There&#39;s no place like home. As long as you know where your heart is.""","","","","","","","","","","_:n7d197e394980431fbe5f70704ba3dec8xb10","","","","","","","","","","""0x4eeb80""","","","","","","","_:n7d197e394980431fbe5f70704ba3dec8xb1||||_:n7d197e394980431fbe5f70704ba3dec8xb2||||_:n7d197e394980431fbe5f70704ba3dec8xb3||||_:n7d197e394980431fbe5f70704ba3dec8xb4||||_:n7d197e394980431fbe5f70704ba3dec8xb5||||_:n7d197e394980431fbe5f70704ba3dec8xb6||||_:n7d197e394980431fbe5f70704ba3dec8xb7||||_:n7d197e394980431fbe5f70704ba3dec8xb8||||_:n7d197e394980431fbe5f70704ba3dec8xb9","","","","","_:n7d197e394980431fbe5f70704ba3dec8xb11||||_:n7d197e394980431fbe5f70704ba3dec8xb12||||_:n7d197e394980431fbe5f70704ba3dec8xb13||||_:n7d197e394980431fbe5f70704ba3dec8xb14||||_:n7d197e394980431fbe5f70704ba3dec8xb15||||_:n7d197e394980431fbe5f70704ba3dec8xb16||||_:n7d197e394980431fbe5f70704ba3dec8xb17","","","","","",""
"https://cinemaone.net/title/tt1343084","n7d197e394980431fbe5f70704ba3dec8xb9","http://schema.org/Person","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""Gelu Nitu""","","","","","","","","","","","","","","","","","",""
"https://cinemaone.net/title/tt1343084","n7d197e394980431fbe5f70704ba3dec8xb8","http://schema.org/Person","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://cinemaone.net/title/tt1343084","n7d197e394980431fbe5f70704ba3dec8xb7","http://schema.org/Person","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""Ana Maria Donosa""","","","","","","","","","","","","","","","","","",""
